Question,Answer,Category
"If a flight takes off at 12 AM and the duration of the flight is 10 hours, at what time will it land?",10:00 AM,Application
"If a man takes a leave of 10 days starting from Monday, 05 June, on which day may the leave end?","Thursday, 15 June 2023",Application
"If a flight takes off at 10 PM and the duration of the flight is 7 hours, at what time will it land?",5:00 AM,Application
A transportation operates with a constant speed of 53 km/h. How long will it take to travel a distance of 354 kilometers in minutes?,401,Application
"If a woman is advised to take medicine every 108 minutes, how many times will she take the medicine in a day?",13,Application
A transportation operates with a constant speed of 164 km/h. How long will it take to travel a distance of 1972 kilometers in minutes?,721,Application
"If a girl is advised to take medicine every 99 minutes, how many times will she take the medicine in a day?",14,Application
"If a girl takes a leave of 22 days starting from Monday, 19 June, on which day may the leave end?","Tuesday, 11 July 2023",Application
"If a girl walks at a speed of 13 km/hr and after every km, she takes a rest for 1 minute, how many minutes will it take she to cover 8 km?",43,Application
"If a man takes a leave of 29 days starting from Thursday, 26 October, on which day may the leave end?","Friday, 24 November 2023",Application
"If a flight takes off at 2 PM and the duration of the flight is 4 hours, at what time will it land?",6:00 PM,Application
"If a man walks at a speed of 12 km/hr and after every km, he takes a rest for 1 minute, how many minutes will it take he to cover 10 km?",59,Application
"If a boy was 5 years 7 months old when he joined school and now he is 9 years 2 months old, for how long has he been in school?",3 years 7 months,Application
"If a man was 5 years 8 months old when he joined school and now he is 11 years 3 months old, for how long has he been in school?",5 years 7 months,Application
"If a man takes a leave of 13 days starting from Tuesday, 20 June, on which day may the leave end?","Monday, 03 July 2023",Application
"If a man was 4 years 7 months old when he joined school and now he is 14 years 1 month old, for how long has he been in school?",9 years 6 months,Application
"If a woman is advised to take medicine every 71 minutes, how many times will she take the medicine in a day?",20,Application
"If a girl was 4 years 6 months old when she joined school and now she is 6 years 0 month old, for how long has she been in school?",1 year 6 months,Application
"If a boy was 7 years 1 month old when he joined school and now he is 14 years 2 months old, for how long has he been in school?",7 years 1 month,Application
"If a flight takes off at 5 AM and the duration of the flight is 2 hours, at what time will it land?",7:00 AM,Application
"If a woman was 3 years 11 months old when she joined school and now she is 4 years 5 months old, for how long has she been in school?",0 years 6 months,Application
"If a woman takes a leave of 7 days starting from Friday, 10 March, on which day may the leave end?","Friday, 17 March 2023",Application
"If a man was 7 years 2 months old when he joined school and now he is 8 years 11 months old, for how long has he been in school?",1 year 9 months,Application
"If a girl takes a leave of 3 days starting from Tuesday, 05 September, on which day may the leave end?","Friday, 08 September 2023",Application
A transportation operates with a constant speed of 184 km/h. How long will it take to travel a distance of 1998 kilometers in minutes?,652,Application
A transportation operates with a constant speed of 260 km/h. How long will it take to travel a distance of 1280 kilometers in minutes?,295,Application
"If a man takes a leave of 25 days starting from Sunday, 01 January, on which day may the leave end?","Thursday, 26 January 2023",Application
"If a boy takes a leave of 27 days starting from Tuesday, 08 August, on which day may the leave end?","Monday, 04 September 2023",Application
A transportation operates with a constant speed of 750 km/h. How long will it take to travel a distance of 1545 kilometers in minutes?,124,Application
"If a man takes a leave of 6 days starting from Wednesday, 19 July, on which day may the leave end?","Tuesday, 25 July 2023",Application
"If a girl walks at a speed of 5 km/hr and after every km, she takes a rest for 2 minutes, how many minutes will it take she to cover 4 km?",54,Application
"If a man walks at a speed of 6 km/hr and after every km, he takes a rest for 5 minutes, how many minutes will it take he to cover 5 km?",70,Application
"If a man was 5 years 1 month old when he joined school and now he is 7 years 7 months old, for how long has he been in school?",2 years 6 months,Application
"If a woman walks at a speed of 7 km/hr and after every km, she takes a rest for 3 minutes, how many minutes will it take she to cover 5 km?",54,Application
"If a boy was 3 years 1 month old when he joined school and now he is 8 years 2 months old, for how long has he been in school?",5 years 1 month,Application
"If a girl takes a leave of 29 days starting from Sunday, 09 July, on which day may the leave end?","Monday, 07 August 2023",Application
"If a man walks at a speed of 15 km/hr and after every km, he takes a rest for 3 minutes, how many minutes will it take he to cover 6 km?",39,Application
A transportation operates with a constant speed of 444 km/h. How long will it take to travel a distance of 999 kilometers in minutes?,135,Application
"If a woman starts doing homework at 1 AM and finishes at 7 PM, how many hours did she spend on homework?",18 hours,Application
"If a girl starts doing homework at 4 AM and finishes at 7 PM, how many hours did she spend on homework?",15 hours,Application
"If a boy walks at a speed of 13 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 5 km?",31,Application
"If a woman takes a leave of 18 days starting from Wednesday, 05 July, on which day may the leave end?","Sunday, 23 July 2023",Application
A transportation operates with a constant speed of 509 km/h. How long will it take to travel a distance of 1153 kilometers in minutes?,136,Application
"If a girl takes a leave of 18 days starting from Wednesday, 15 February, on which day may the leave end?","Sunday, 05 March 2023",Application
