Question,Option A,Option B,Option C,Option D,Answer,Category
"If a girl walks at a speed of 8 km/hr and after every km, she takes a rest for 4 minutes, how many minutes will it take she to cover 8 km?",78,88,79,82,B,Application
"If a flight takes off at 3 PM and the duration of the flight is 7 hours, at what time will it land?",10:00 PM,12:00 PM,1:00 AM,8:00 AM,A,Application
"If a man is advised to take medicine every 121 minutes, how many times will he take the medicine in a day?",11,10,13,12,A,Application
"If a man takes a leave of 7 days starting from Sunday, 26 March, on which day may the leave end?","Tuesday, 11 April 2023","Thursday, 27 April 2023","Sunday, 02 April 2023","Tuesday, 04 April 2023",C,Application
"If a man takes a leave of 6 days starting from Wednesday, 08 February, on which day may the leave end?","Thursday, 26 January 2023","Sunday, 22 January 2023","Tuesday, 14 February 2023","Monday, 16 January 2023",C,Application
"If a boy was 3 years 6 months old when he joined school and now he is 14 years 6 months old, for how long has he been in school?",9 years 11 months,10 years 2 months,11 years 0 month,11 years 11 months,C,Application
A transportation operates with a constant speed of 394 km/h. How long will it take to travel a distance of 1269 kilometers in minutes?,193,163,223,208,A,Application
"If a boy walks at a speed of 14 km/hr and after every km, he takes a rest for 4 minutes, how many minutes will it take he to cover 7 km?",44,45,54,49,C,Application
A transportation operates with a constant speed of 566 km/h. How long will it take to travel a distance of 772 kilometers in minutes?,112,67,97,82,D,Application
"If a boy takes a leave of 14 days starting from Saturday, 03 June, on which day may the leave end?","Monday, 05 June 2023","Sunday, 21 May 2023","Saturday, 17 June 2023","Sunday, 04 June 2023",C,Application
"If a girl walks at a speed of 14 km/hr and after every km, she takes a rest for 2 minutes, how many minutes will it take she to cover 6 km?",42,30,35,41,C,Application
"If a girl takes a leave of 24 days starting from Friday, 01 September, on which day may the leave end?","Monday, 25 September 2023","Friday, 15 September 2023","Saturday, 07 October 2023","Monday, 11 September 2023",A,Application
A transportation operates with a constant speed of 728 km/h. How long will it take to travel a distance of 223 kilometers in minutes?,48,3,18,33,C,Application
"If a man was 3 years 11 months old when he joined school and now he is 9 years 11 months old, for how long has he been in school?",6 years 0 month,5 years 1 month,5 years 0 month,7 years 1 month,A,Application
A transportation operates with a constant speed of 768 km/h. How long will it take to travel a distance of 1726 kilometers in minutes?,120,105,165,135,D,Application
"If a woman was 6 years 3 months old when she joined school and now she is 13 years 8 months old, for how long has she been in school?",6 years 7 months,6 years 6 months,7 years 5 months,8 years 5 months,C,Application
"If a flight takes off at 4 PM and the duration of the flight is 12 hours, at what time will it land?",7:00 PM,2:00 AM,6:00 PM,4:00 AM,D,Application
A transportation operates with a constant speed of 98 km/h. How long will it take to travel a distance of 1761 kilometers in minutes?,1048,1063,1078,1093,C,Application
"A cistern has two inlets A and B which can fill it in 12 minutes and 15 minutes respectively. An outlet C can empty the full cistern in 10 minutes. If all the three pipes are opened together in the empty tank, how much time will they take to fill the tank completely?",20 minutes,1 hour,30 minutes,45 minutes,A,Application
A transportation operates with a constant speed of 358 km/h. How long will it take to travel a distance of 1113 kilometers in minutes?,172,187,217,157,B,Application
A transportation operates with a constant speed of 331 km/h. How long will it take to travel a distance of 1018 kilometers in minutes?,185,200,215,155,A,Application
A transportation operates with a constant speed of 405 km/h. How long will it take to travel a distance of 1176 kilometers in minutes?,204,159,174,144,C,Application
A transportation operates with a constant speed of 232 km/h. How long will it take to travel a distance of 452 kilometers in minutes?,147,132,102,117,D,Application
"If a boy takes a leave of 5 days starting from Wednesday, 23 August, on which day may the leave end?","Tuesday, 15 August 2023","Monday, 28 August 2023","Saturday, 12 August 2023","Tuesday, 29 August 2023",B,Application
"If a man was 3 years 9 months old when he joined school and now he is 4 years 3 months old, for how long has he been in school?",0 years 5 months,0 years 6 months,1 year 7 months,0 years 8 months,B,Application
"If a boy walks at a speed of 13 km/hr and after every km, he takes a rest for 2 minutes, how many minutes will it take he to cover 7 km?",45,47,44,48,C,Application
"If a flight takes off at 11 AM and the duration of the flight is 14 hours, at what time will it land?",1:00 AM,2:00 AM,3:00 AM,4:00 AM,A,Application
"If a girl takes a leave of 11 days starting from Monday, 21 August, on which day may the leave end?","Monday, 18 September 2023","Friday, 01 September 2023","Thursday, 07 September 2023","Saturday, 12 August 2023",B,Application
"If a boy was 5 years 7 months old when he joined school and now he is 12 years 3 months old, for how long has he been in school?",7 years 9 months,6 years 8 months,6 years 7 months,6 years 9 months,B,Application
"If a flight takes off at 8 PM and the duration of the flight is 15 hours, at what time will it land?",11:00 AM,11:00 PM,2:00 PM,1:00 PM,A,Application
A transportation operates with a constant speed of 425 km/h. How long will it take to travel a distance of 1035 kilometers in minutes?,146,116,176,131,A,Application
"if a girl starts doing homework at 12 AM and finishes at 1 PM, how many hours did she spend on homework?",15 hours,11 hours,13 hours,12 hours,C,Application
"If a woman takes a leave of 13 days starting from Tuesday, 17 October, on which day may the leave end?","Thursday, 16 November 2023","Monday, 30 October 2023","Sunday, 05 November 2023","Tuesday, 17 October 2023",B,Application
A transportation operates with a constant speed of 488 km/h. How long will it take to travel a distance of 1191 kilometers in minutes?,176,131,146,161,C,Application
"If a woman was 3 years 8 months old when she joined school and now she is 8 years 11 months old, for how long has she been in school?",5 years 2 months,5 years 3 months,4 years 4 months,6 years 5 months,B,Application
"If a girl was 6 years 8 months old when she joined school and now she is 11 years 8 months old, for how long has she been in school?",6 years 0 month,4 years 0 month,5 years 11 months,5 years 0 month,D,Application
A transportation operates with a constant speed of 469 km/h. How long will it take to travel a distance of 368 kilometers in minutes?,32,47,62,77,B,Application
"If a man was 6 years 9 months old when he joined school and now he is 10 years 10 months old, for how long has he been in school?",3 years 3 months,4 years 1 month,4 years 0 month,3 years 0 month,B,Application
"If a woman takes a leave of 5 days starting from Sunday, 09 April, on which day may the leave end?","Wednesday, 12 April 2023","Sunday, 16 April 2023","Friday, 14 April 2023","Saturday, 18 March 2023",C,Application
"If a woman was 7 years 4 months old when she joined school and now she is 13 years 9 months old, for how long has she been in school?",5 years 4 months,6 years 5 months,7 years 4 months,6 years 4 months,B,Application
"If a woman takes a leave of 3 days starting from Sunday, 09 July, on which day may the leave end?","Tuesday, 01 August 2023","Wednesday, 12 July 2023","Monday, 19 June 2023","Monday, 31 July 2023",B,Application
A transportation operates with a constant speed of 336 km/h. How long will it take to travel a distance of 1632 kilometers in minutes?,291,261,276,306,A,Application
A transportation operates with a constant speed of 283 km/h. How long will it take to travel a distance of 107 kilometers in minutes?,53,8,23,38,C,Application
"If a flight takes off at 4 PM and the duration of the flight is 7 hours, at what time will it land?",2:00 AM,11:00 PM,7:00 AM,3:00 AM,B,Application
"If a flight takes off at 5 AM and the duration of the flight is 16 hours, at what time will it land?",9:00 PM,10:00 PM,11:00 PM,8:00 PM,A,Application
A transportation operates with a constant speed of 374 km/h. How long will it take to travel a distance of 1318 kilometers in minutes?,181,211,196,241,B,Application
A transportation operates with a constant speed of 540 km/h. How long will it take to travel a distance of 1182 kilometers in minutes?,146,131,161,101,B,Application
"If a woman starts doing homework at 4 AM and finishes at 12 PM, how many hours did she spend on homework?",22 hours,19 hours,18 hours,20 hours,D,Application
"If a man takes a leave of 8 days starting from Tuesday, 11 April, on which day may the leave end?","Wednesday, 19 April 2023","Tuesday, 04 April 2023","Thursday, 06 April 2023","Thursday, 30 March 2023",A,Application
"If a man starts doing homework at 5 AM and finishes at 8 PM, how many hours did he spend on homework?",17 hours,14 hours,15 hours,13 hours,C,Application
"If a woman walks at a speed of 12 km/hr and after every km, she takes a rest for 4 minutes, how many minutes will it take she to cover 9 km?",77,81,83,71,A,Application
"If a flight takes off at 5 AM and the duration of the flight is 11 hours, at what time will it land?",6:00 AM,5:00 PM,4:00 AM,4:00 PM,D,Application
"If a girl walks at a speed of 6 km/hr and after every km, she takes a rest for 3 minutes, how many minutes will it take she to cover 5 km?",62,65,70,56,A,Application
"If a man takes a leave of 21 days starting from Monday, 28 August, on which day may the leave end?","Wednesday, 04 October 2023","Saturday, 23 September 2023","Wednesday, 18 October 2023","Monday, 18 September 2023",D,Application
"If a girl takes a leave of 23 days starting from Saturday, 18 March, on which day may the leave end?","Sunday, 16 April 2023","Sunday, 30 April 2023","Saturday, 08 April 2023","Monday, 10 April 2023",D,Application
